Provinsi,Kategori,Nama Usaha,Alamat Usaha,Nomor Telepon
JAWA BARAT,INDUSTRI PENGOLAHAN,"MEPROFARM, PT","JL SOEKARNO HATTA NO 789 RT. 01/RW. 04, BABAKAN PENGHULU, KEC. CINAMBO, KOTA BANDUNG 40294",021-7805588; 021-7805577
JAWA BARAT,INDUSTRI PENGOLAHAN,"MERCI PHARMA, PT","JL PELABUHAN II KM 18 RT. 2/RW. 7, CIKEMBAR, KEC. CIKEMBAR, KAB. SUKABUMI 43157",
JAWA BARAT,INDUSTRI PENGOLAHAN,"METZ INDONESIA, PT","JL SATRIA RAYA 1 NO 10 RT. 05/RW. 09, MARGAHAYU UTARA, KEC. BABAKAN CIPARAY, KOTA BANDUNG 40224",022-5406055; 022-5407371
JAWA BARAT,INDUSTRI PENGOLAHAN,"MULTI MEDITAS PRATAMA, CV","JL AIR TANJUNG NO 2B RT. 01/RW. 06, TALAGASARI, KEC. KAWALU, KOTA TASIKMALAYA 46182",0265-343693
JAWA BARAT,INDUSTRI PENGOLAHAN,"MULTI NITROTAMA KIMIA, PT","KAWASASN INDUSTRI KUJANG, KALIHURIP, KEC. CIKAMPEK, KAB. KARAWANG 41373",0264-313700; 0264-313389
JAWA BARAT,INDUSTRI PENGOLAHAN,MULYA JARA PD,"KP BOJONG RT. 04/RW. 04, CIGENTUR, KEC. PASEH, KAB. BANDUNG 40383",0225-962369
JAWA BARAT,INDUSTRI PENGOLAHAN,"NEW ASIA DYNAMIC INDONESIA, PT","KAWASAN JABABEKA 3 BLOK B 3 A RT. 01/RW. 02, PASIRGOMBONG, KEC. CIKARANG UTARA, KAB. BEKASI 17530",021-898842647
JAWA BARAT,INDUSTRI PENGOLAHAN,"NOVELL PHARMACETICAL , PT","JL WANAHERANG NO 35 T LAJUNG UDIK RT. 01/RW. 03, TLAJUNG UDIK, KEC. GUNUNG PUTRI, KAB. BOGOR 16962",021-8672448; 021-8670351
JAWA BARAT,INDUSTRI PENGOLAHAN,OBAT HERBAL <USMAN>,"KP TANJAKAN MUNCANG RT. 01/RW. 07, CILEUNYI WETAN, KEC. CILEUNYI, KAB. BANDUNG 40622",
JAWA BARAT,INDUSTRI PENGOLAHAN,OBAT SARANG WALET <HENDRO>,"PASPAMPRES RT. 02/RW. 09, KOTA BATU, KEC. CIOMAS, KAB. BOGOR 16610",082111275566
JAWA BARAT,INDUSTRI PENGOLAHAN,"ODC, PT","JL INDUSTRI SELATAN, PASIRSARI, KEC. CIKARANG SELATAN, KAB. BEKASI 17530",021-29566000
JAWA BARAT,INDUSTRI PENGOLAHAN,"OLBS, PT","JL INDUSTRI SELATAN 4, PASIRSARI, KEC. CIKARANG SELATAN, KAB. BEKASI 17530",021-29566009
JAWA BARAT,INDUSTRI PENGOLAHAN,"OTTO PHARMACEUTICAL, PT","JL DR SETIA BUDHI KM 12 RT. 03/RW. 03, GUDANGKAHURIPAN, KEC. LEMBANG, KAB. BANDUNG BARAT 40391",022-2786137; 022-2786818
JAWA BARAT,INDUSTRI PENGOLAHAN,"OTTO, PT","JL SETRASARI I RT. 06/RW. 02, SUKARASA, KEC. SUKASARI, KOTA BANDUNG 40152",022-2012046
JAWA BARAT,INDUSTRI PENGOLAHAN,"PHARMA LABORATORIES, PT","JL CEMPAKA BLOK F18 NO 2 RT. 11/RW. 11, CIBATU, KEC. CIKARANG SELATAN, KAB. BEKASI 17530",
JAWA BARAT,INDUSTRI PENGOLAHAN,"PHYTOCHEMINDO KERS A, PT","JL MERCEDES BENZ NO 105 RT. 03/RW. 02, CICADAS, KEC. GUNUNG PUTRI, KAB. BOGOR 16964",021-29561251; 021-29561253
JAWA BARAT,INDUSTRI PENGOLAHAN,"PIVIKOT, PT","KP BUARAN JAYA RT. 05/RW. 08, HARAPAN MULYA, KEC. MEDAN SATRIA, KOTA BEKASI 17143",021-88856767
JAWA BARAT,INDUSTRI PENGOLAHAN,"PROMED RAHARDJO FARMASI, PT","JL RAYA SILIWANGI KM 26,5 RT. 13/RW. 6, SUNDAWENANG, KEC. PARUNG KUDA, KAB. SUKABUMI 43357 535393",
JAWA BARAT,INDUSTRI PENGOLAHAN,"PRYOAM TBK, PT","KP LEMBUR KEBON RT. 01/RW. 02, CIBODAS, KEC. PACET, KAB. CIANJUR 43253",087721457515
JAWA BARAT,INDUSTRI PENGOLAHAN,"PUSPA PHARMA, PT","JL SENTUL - CITEUREUP NO 83 RT. 05/RW. 05, LEUWINUTUG, KEC. CITEUREUP, KAB. BOGOR 16810",021-89906565
JAWA BARAT,INDUSTRI PENGOLAHAN,"RECKITT BENCKISER, PT","KP BAKOM RT. 01/RW. 05, LIMUS NUNGGAL, KEC. CILEUNGSI, KAB. BOGOR 16820",
JAWA BARAT,INDUSTRI PENGOLAHAN,"REL ION, PT","JL KALIMALANG RT. 01/RW. 01, GANDAMEKAR, KEC. CIKARANG BARAT, KAB. BEKASI 17530",021-88321324
JAWA BARAT,INDUSTRI PENGOLAHAN,"RIASIMA ABADI FARMA, PT","JL MERCEDES BENZ RT. 01/RW. 05, CICADAS, KEC. GUNUNG PUTRI, KAB. BOGOR 16964",021-8672572
JAWA BARAT,INDUSTRI PENGOLAHAN,"ROMINDO PRIMAVET-COM, PT","KAWASAN INDUSTRI JABABEKA I, JL JABABEKA III D BLOK C 18 R, PASIRGOMBONG, KEC. CIKARANG UTARA, KAB. BEKASI 17530",021-8934846
JAWA BARAT,INDUSTRI PENGOLAHAN,"SAMPHINDO KIMIA DAN FARMASI, PT","JL DIPONEGORO KM 38,5 RT. 03/RW. 15, SETIAMEKAR, KEC. TAMBUN SELATAN, KAB. BEKASI 17510",021-8801633
JAWA BARAT,INDUSTRI PENGOLAHAN,"SANBE FARMA UNIT 2, PT","JL LEUWIGAJAH/MAHAR MARTANGGARA NO 162 RT. 01/RW. 12, BAROS, KEC. CIMAHI TENGAH, KOTA CIMAHI 40521",022-6613310; 022-6613310
JAWA BARAT,INDUSTRI PENGOLAHAN,"SANBE FARMA, PT","JL INDUSTRI 2 NO 19 RT. 01/RW. 14, UTAMA, KEC. CIMAHI SELATAN, KOTA CIMAHI 40533",022-6076882
JAWA BARAT,INDUSTRI PENGOLAHAN,"SANBE FARMA, PT","JL TAMANSARI NO 10 RT. 01/RW. 02, TAMAN SARI, KEC. BANDUNG WETAN, KOTA BANDUNG 40116",022-4207725
JAWA BARAT,INDUSTRI PENGOLAHAN,"SANBE FARMA, PT","JL CIMAREME RT. 01/RW. 01, CIMAREME, KEC. NGAMPRAH, KAB. BANDUNG BARAT 40552",021-68697966
JAWA BARAT,INDUSTRI PENGOLAHAN,"SANBE FARMA, PT","JL INDUSTRI I NO 9 RT. 1/RW. 8, UTAMA, KEC. CIMAHI SELATAN, KOTA CIMAHI 40533",
JAWA BARAT,INDUSTRI PENGOLAHAN,"SANBIO LABORATORIES, PT","JL MELATI RT. 02/RW. 09, WANAHERANG, KEC. GUNUNG PUTRI, KAB. BOGOR 16965",021-86863007
JAWA BARAT,INDUSTRI PENGOLAHAN,"SANO GRATIA FARMA, PT","KAWASAN INDUSTRI JABABEKA ENAM BLOK C 02103, JATIREJA, KEC. CIKARANG TIMUR, KAB. BEKASI 17530",
JAWA BARAT,INDUSTRI PENGOLAHAN,SARANG WALET <ASENG>,"KP CARINGIN RT. 04/RW. 01, CARINGIN, KEC. CARINGIN, KAB. BOGOR 16730",
JAWA BARAT,INDUSTRI PENGOLAHAN,"SCHOTT IGAR GLASS, PT","KAWASAN INDUSTRI DELTA SILICON, JL MERANTI 3 BLOK L8/06B , SUKARESMI, KEC. CIKARANG SELATAN, KAB. BEKASI 17530",021-28649900
JAWA BARAT,INDUSTRI PENGOLAHAN,"SIERAD BIOTEK, PT","KAWASAN INDUSTRI DELTA SILICON, JL MH THAMRIN KAV A10-3 , SUKARESMI, KEC. CIKARANG SELATAN, KAB. BEKASI 17530",021-8972264; 021-8972268
JAWA BARAT,INDUSTRI PENGOLAHAN,"SIMEX, PT","KP PASIR MALANG RT. 02/RW. 06, KEBONMANGGU, KEC. GUNUNGGURUH, KAB. SUKABUMI 43156",
JAWA BARAT,INDUSTRI PENGOLAHAN,"SINAR EFFENDI MURNI, PT","PELABUHAN RT. 01/RW. 02, SINDANGSARI, KEC. LEMBURSITU, KOTA SUKABUMI 43167 217138",0866217737
JAWA BARAT,INDUSTRI PENGOLAHAN,"SINAR RARIESIA SELATAN, PT","JL BOULEVARS HIJAU SN 18 PEJUANG BEKASI A RT. 08/RW. 30, PEJUANG, KEC. MEDAN SATRIA, KOTA BEKASI 17131",021-88982487; 021-88976571
JAWA BARAT,INDUSTRI PENGOLAHAN,"SINDE BUDI SENTOSA, PT","JL SETIA MEKAR KP KEDUNG GEDE RT. 01/RW. 15, SETIAMEKAR, KEC. TAMBUN SELATAN, KAB. BEKASI 17510",021-8801850; 021-8812230
JAWA BARAT,INDUSTRI PENGOLAHAN,"SINKONA INDONESIA LESTARI, PT","JL RAYA CIATER SUBANG KM 171, SARIREJA, KEC. JALANCAGAK, KAB. SUBANG 41281 470918 470917",
JAWA BARAT,INDUSTRI PENGOLAHAN,"SOLAS LANGGENG SEJAHTERA , PT","JL INDUSTRI CIMAREME I NO 18 RT. 01/RW. 13, CIPEUNDEUY, KEC. PADALARANG, KAB. BANDUNG BARAT 40553",
JAWA BARAT,INDUSTRI PENGOLAHAN,"SORAKA MANDIRI SEMESTA, PT","JL PANCASILA I RT. 03/RW. 02, CICADAS, KEC. GUNUNG PUTRI, KAB. BOGOR 16964",021-86862288; 021-86862299
JAWA BARAT,INDUSTRI PENGOLAHAN,"STERLING PRODUCTS INDONESIA, PT","JL RAYA JAKARTA BOGOR KM35 RT. 01/RW. 20, SUKAMAJU, KEC. CILODONG, KOTA DEPOK 16415",021-8740886
JAWA BARAT,INDUSTRI PENGOLAHAN,"SUNDA JAYA, CV","JL BABAKAN SENTRAL RT. 05/RW. 05, SUKAPURA, KEC. KIARACONDONG, KOTA BANDUNG 40285",
JAWA BARAT,INDUSTRI PENGOLAHAN,"SUPRA FERBIBDO FARMA, PT","KAWASAN INDUSTRI EJIP PLOT 8-J NO 1-4 , SUKARESMI, KEC. CIKARANG SELATAN, KAB. BEKASI 17530",
JAWA BARAT,INDUSTRI PENGOLAHAN,"TAISHO PHARMACEUTICAL INDONESIA, PT","JL RATA BOGOR KM 38 RT. 01/RW. 18, CILANGKAP, KEC. TAPOS, KOTA DEPOK 16458",021-8752585; 021-8752585
JAWA BARAT,INDUSTRI PENGOLAHAN,"TAKEDA INDONESIA, PT","JL PANGERAN DIPONEGORO KM 30 RT. 02/RW. 02, JATIMULYA, KEC. TAMBUN SELATAN, KAB. BEKASI 17510",021-8804714; 021-8804715
JAWA BARAT,INDUSTRI PENGOLAHAN,"TANABE ABADI, PT","JL RUMAH SAKIT NO 104 RT. 01/RW. 05, PAKEMITAN, KEC. CINAMBO, KOTA BANDUNG 40294",022-7800001; 022-7800081
JAWA BARAT,INDUSTRI PENGOLAHAN,"TEKAD MANDIRI CITRA, PT","JL MEKAR RAYA 11 RT. 01/RW. 06, MEKAR MULYA, KEC. PANYILEUKAN, KOTA BANDUNG 40614",022-7800450; 022-7800417
JAWA BARAT,INDUSTRI PENGOLAHAN,"TEMPO SCAN PACIFIC, PT","KAWASAN EJIP PLOT 1H, SUKARESMI, KEC. CIKARANG SELATAN, KAB. BEKASI 17530",021-897080102
JAWA BARAT,INDUSTRI PENGOLAHAN,"TERAS JAYA BERSINAR , PT","JL PUSPAHIANG RT. 23/RW. 03, SUKARASA, KEC. SALAWU, KAB. TASIKMALAYA 46471",0265-2553048
JAWA BARAT,INDUSTRI PENGOLAHAN,"TOGA NUSANTARA, CV","KP RADEN GG RIDHO RT. 02/RW. 01, JATIRANGGON, KEC. JATISAMPURNA, KOTA BEKASI 17432",021-84305354
JAWA BARAT,INDUSTRI PENGOLAHAN,"TRIFA RAYA LABORATORIES, PT","JL SUKARNO HATTA NO 219 RT. 04/RW. 01, KOPO, KEC. BOJONGLOA KALER, KOTA BANDUNG 40233",022-6030995; 022-6122501
JAWA BARAT,INDUSTRI PENGOLAHAN,"TRITON MANUFACTURES, PT","KAWASAN BOGORINDO KP LEUWINUTUG RT. 02/RW. 07, LEUWINUTUG, KEC. CITEUREUP, KAB. BOGOR 16810",021-2923074447; 021-29230748
JAWA BARAT,INDUSTRI PENGOLAHAN,"TROPICA MAS, PT","KP WARUNG DANAS RT. 03/RW. 01, KADEMANGAN, KEC. MANDE, KAB. CIANJUR 43292",085759544476
JAWA BARAT,INDUSTRI PENGOLAHAN,"ULTRATREND BIOTECH INDONESIA, PT","KAWASAN INDUSTRI JABABEKA I, JL JABABEKA IVD BLOK V 82 BE, KARANGBARU, KEC. CIKARANG UTARA, KAB. BEKASI 17530",021-89110451; 021-89830760
JAWA BARAT,INDUSTRI PENGOLAHAN,"VAKSINDO SATWA NUSANTARA, PT","JL BAROKAH KP BARU RT. 01/RW. 09, WANAHERANG, KEC. GUNUNG PUTRI, KAB. BOGOR 16965",021-8670414; 021-8672501
JAWA BARAT,INDUSTRI PENGOLAHAN,"VAKSINDO, PT","JL RAYA MERCEDES BENS RT. 02/RW. 03, CICADAS, KEC. GUNUNG PUTRI, KAB. BOGOR 16964",021-8670414; 021-8672501
JAWA BARAT,INDUSTRI PENGOLAHAN,"VITABIOTICS HEALTH CARE, PT","JL RAYA CARINGIN NO 363 RT. 01/RW. 10, KERTAJAYA, KEC. PADALARANG, KAB. BANDUNG BARAT 40553",022-6866228
JAWA BARAT,INDUSTRI PENGOLAHAN,"WALIKUKUN, CV","JL IBRAHIM ADJIE RT. 02/RW. 02, SUKAMAJUKALER, KEC. INDIHIANG, KOTA TASIKMALAYA 46151",
JAWA BARAT,INDUSTRI PENGOLAHAN,"YSP INDUSTRIES INDONESIA, PT","JL KAPUK, BLOK F20 NO 16F & G, DELTA SILICON, CICAU, KEC. CIKARANG PUSAT, KAB. BEKASI 17530",
JAWA TENGAH,INDUSTRI PENGOLAHAN,ADM TEX,"GG 22 RT. 25/RW. 09, PEKAJANGAN, KEC. KEDUNGWUNI, KAB. PEKALONGAN 51172",0285-785198
JAWA TENGAH,INDUSTRI PENGOLAHAN,"AHMAD ARIS, PT","JL URIP SUMOHARJO NO 161 RT. 02/RW. 04, PRINGREJO, KEC. PEKALONGAN BARAT, KOTA PEKALONGAN 51116",0285-422355
JAWA TENGAH,INDUSTRI PENGOLAHAN,"AIR MANCUR, PT","CELE P LOR RT. 01/RW. 01, DAGEN, KEC. JATEN, KAB. KARANGANYAR 57731",0271-825404
JAWA TENGAH,INDUSTRI PENGOLAHAN,ALBARUNI SUKSES BERSINAR,"DKH SONAYAN, JAGALAN, KEC. KARANGNONGKO, KAB. KLATEN",
JAWA TENGAH,INDUSTRI PENGOLAHAN,"ARDHANA INDO PUTRA, CV","BLIGO, KEC. BUARAN, KAB. PEKALONGAN",0285-4460432; 0285-44153166
JAWA TENGAH,INDUSTRI PENGOLAHAN,"BOROBUDUR, PT","JL HASANUDIN NO 1 RT. 01/RW. 06, KUNINGAN, KEC. SEMARANG UTARA, KOTA SEMARANG 50176",024-3510785; 024-3541332
JAWA TENGAH,INDUSTRI PENGOLAHAN,"BOROBUDUR, PT","JL WALISONGO KM 10 RT. 01/RW. 03, TUGUREJO, KEC. TUGU, KOTA SEMARANG 50151",024-8664264
JAWA TENGAH,INDUSTRI PENGOLAHAN,"BUFA ANEKA, PT","JL TAMBAK AJI V NO 4, TAMBAKAJI, KEC. NGALIYAN, KOTA SEMARANG 50185",024-8662825; 024-8662824
JAWA TENGAH,INDUSTRI PENGOLAHAN,"CAPUNG INDAH ABADI, PT","JL RAYA MAGELANG PURWOREJO KM 12 RT. 02/RW. 09, TANGGULREJO, KEC. TEMPURAN, KAB. MAGELANG 56161",0293-335022; 0293-335021
JAWA TENGAH,INDUSTRI PENGOLAHAN,CHICCI COTTON BUDS,"JL MAGELANG PURWOREJO KM 8 RT. 06/RW. 06, TEMPUREJO, KEC. TEMPURAN, KAB. MAGELANG 56161",0293-3215071; 0293-3215071
JAWA TENGAH,INDUSTRI PENGOLAHAN,"CIUBROS FARMA, PT","JL OERIP SOEMOHARJO KM 16, MANGKANG KULON, KEC. TUGU, KOTA SEMARANG 50155",024-8660907; 024-8660908
JAWA TENGAH,INDUSTRI PENGOLAHAN,"DAMI SARI WANA, PT","KAWASAN INDUSTRI TIMUR RAYA BUGANGAN, MUKTIHARJO LOR, KEC. GENUK, KOTA SEMARANG 50111",024-6580947
JAWA TENGAH,INDUSTRI PENGOLAHAN,"DASA GAYA, PT","JL PERINTIS KEMERDEKAAN NO 275, SRONDOL KULON, KEC. BANYUMANIK, KOTA SEMARANG 50263",024-7475335; 024-7475172
JAWA TENGAH,INDUSTRI PENGOLAHAN,"DELTOMED, PT","NANGGER RT. 05/RW. 05, NAMBANGAN, KEC. SELOGIRI, KAB. WONOGIRI 57652",0273-322566; 0273-321118
JAWA TENGAH,INDUSTRI PENGOLAHAN,"DRAGON PRIMA FARMA, PT","JL RAYA KALI GAWE KM 3 NO 93, MUKTIHARJO LOR, KEC. GENUK, KOTA SEMARANG 50111",024-6582111; 024-6581761
JAWA TENGAH,INDUSTRI PENGOLAHAN,"DUTA KAISAR FARMASI, PT","JL ADISUCIPTO NO 41 RT. 01/RW. 04, BLULUKAN, KEC. COLOMADU, KAB. KARANGANYAR 57174",0271-724116; 0271-724116
JAWA TENGAH,INDUSTRI PENGOLAHAN,"EDITEX, CV","BLIGO, KEC. BUARAN, KAB. PEKALONGAN",0285-785650
JAWA TENGAH,INDUSTRI PENGOLAHAN,"ERELA, PT","JL MURBEI RAYA RT. 05/RW. 02, SUMURBOTO, KEC. BANYUMANIK, KOTA SEMARANG 50269",0247-461112
JAWA TENGAH,INDUSTRI PENGOLAHAN,"ERLIMPEX, PT","JL SETIABUDI NO 130, SUMURBOTO, KEC. BANYUMANIK, KOTA SEMARANG",024-7472323
JAWA TENGAH,INDUSTRI PENGOLAHAN,"ETERCON PHARMA, PT","JL RAYA SEMARANG DEMAK KM 9, SAYUNG, KEC. SAYUNG, KAB. DEMAK 59563",024-6584691
JAWA TENGAH,INDUSTRI PENGOLAHAN,FARMASI <CIUBROS FARMA>,"JL JENDRAL OERIP SUMOHARJO KM 16 RT. 03/RW. 04, MANGKANG KULON, KEC. TUGU, KOTA SEMARANG 50155",
JAWA TENGAH,INDUSTRI PENGOLAHAN,FARMASI <NUFARINDO>,"JL RAYA MANGKANG KULON KM 16,5 RT. 03/RW. 05, MANGKANG KULON, KEC. TUGU, KOTA SEMARANG 50155",
JAWA TENGAH,INDUSTRI PENGOLAHAN,"GLOBAL MULTI PHARMALAPA, PT","KAWASAN INDUSTRI TERBOYO BLOK A NO 20- 23/RW. 03, TRIMULYO, KEC. GENUK, KOTA SEMARANG 50118",024-6584450; 024-6584453
JAWA TENGAH,INDUSTRI PENGOLAHAN,"GRAHA FARMA, PT","KALIWULUH, KEC. KEBAKKRAMAT, KAB. KARANGANYAR",0271-721946
JAWA TENGAH,INDUSTRI PENGOLAHAN,"GRATIA HUSADA FARMA, PT","JL DHARMAWANGSA NO 28 RT. 01/RW. 06, NGEMPON, KEC. BERGAS, KAB. SEMARANG 50552",0246-922055; 0246-923052
JAWA TENGAH,INDUSTRI PENGOLAHAN,"GUJATI 59 UTAMA, PT","GUNTUR RT. 02/RW. 02, GUPIT, KEC. NGUTER, KAB. SUKOHARJO 57571",0271-6594659; 0271-6594305
JAWA TENGAH,INDUSTRI PENGOLAHAN,"HERBA EMAS WAHIDATAMA, PT","DSN 3 RT. 19/RW. 05, BABAKAN, KEC. KALIMANAH, KAB. PURBALINGGA 53371",0281-6597526
JAWA TENGAH,INDUSTRI PENGOLAHAN,"IFAR, PT","JL SOLO SRAGEN KM 14,9 RT. 04/RW. 04, PULOSARI, KEC. KEBAKKRAMAT, KAB. KARANGANYAR 57762",0271-8200888; 0271-656230
JAWA TENGAH,INDUSTRI PENGOLAHAN,IMEDIATEX <H SYAFIQ>,"GG 13 NO 2 RT. 08/RW. 03, PEKAJANGAN, KEC. KEDUNGWUNI, KAB. PEKALONGAN 51172",
JAWA TENGAH,INDUSTRI PENGOLAHAN,"INTI JAWA META RATNA FARMASI, PT","JL RAYA WALISONGO KM 10, TAMBAKAJI, KEC. NGALIYAN, KOTA SEMARANG 50185",024-8660532; 024-8660351
JAWA TENGAH,INDUSTRI PENGOLAHAN,"INTRAFOOD, CV","JL IR H JUANDA NO 235 RT. 03/RW. 04, PAJANG, KEC. LAWEYAN, KOTA SURAKARTA 57146",0271-714594
JAWA TENGAH,INDUSTRI PENGOLAHAN,"IT RASAL, PT","JL SIMONGAN NO 96 RT. 3/RW. 5, NGEMPLAKSIMONGAN, KEC. SEMARANG BARAT, KOTA SEMARANG 50148",024-601454; 024-604157
JAWA TENGAH,INDUSTRI PENGOLAHAN,JAMU <ARIF>,"CEMANI, KEC. GROGOL, KAB. SUKOHARJO",0271-636160
JAWA TENGAH,INDUSTRI PENGOLAHAN,JAMU BISMA SEHAT,"NGUTER, KEC. NGUTER, KAB. SUKOHARJO",0271-6594023; 0271-6594023
JAWA TENGAH,INDUSTRI PENGOLAHAN,JAMU IBU CIPTO,"JL GURAMI NO 31, TEGALSARI, KEC. TEGAL BARAT, KOTA TEGAL 52111",0283-351566; 0283-320888
JAWA TENGAH,INDUSTRI PENGOLAHAN,"JAMU JAGO, PT","JL PERINTIS KEMERDEMAAN RT. 01/RW. 01, SRONDOL KULON, KEC. BANYUMANIK, KOTA SEMARANG 50263",024-7475335
JAWA TENGAH,INDUSTRI PENGOLAHAN,JAMU SABDO PALON,"GATAK REJO RT. 01/RW. 01, NGUTER, KEC. NGUTER, KAB. SUKOHARJO 57571",
JAWA TENGAH,INDUSTRI PENGOLAHAN,KAIN KASA <MAZEDI>,"GG 5 RT. 16/RW. 06, WONOYOSO, KEC. BUARAN, KAB. PEKALONGAN 51171",
JAWA TENGAH,INDUSTRI PENGOLAHAN,KAIN KASA <SUGENG>,"COPRAYAN, KEC. BUARAN, KAB. PEKALONGAN",
JAWA TENGAH,INDUSTRI PENGOLAHAN,KAIN KASA <YUSUF>,"BLIGO, KEC. BUARAN, KAB. PEKALONGAN",
JAWA TENGAH,INDUSTRI PENGOLAHAN,KAIN KASSA <ABDUL MUKTIH>,"SIMBANG WETAN, KEC. BUARAN, KAB. PEKALONGAN",085876758528
JAWA TENGAH,INDUSTRI PENGOLAHAN,KAIN KASSA <SUHIROHY>,"GG 14 NO 27 B RT. 29/RW. 11, PEKAJANGAN, KEC. KEDUNGWUNI, KAB. PEKALONGAN 51173",085742703232
JAWA TENGAH,INDUSTRI PENGOLAHAN,KARUNI ABADI,"GETAS PEJATEN, KEC. JATI, KAB. KUDUS",0291-438123
JAWA TENGAH,INDUSTRI PENGOLAHAN,"KONIMEX, PT","MANTUNG RT. 01/RW. 05, SANGGRAHAN, KEC. GROGOL, KAB. SUKOHARJO 57552",0271-716246
JAWA TENGAH,INDUSTRI PENGOLAHAN,"LEO AGUNG RAYA, PT","JL TAMBAKAJI 2, TAMBAKAJI, KEC. NGALIYAN, KOTA SEMARANG 50185",024-8661692
JAWA TENGAH,INDUSTRI PENGOLAHAN,"MARGUNA TARALUTA UPK FARMA, PT","JL AHMAD YANI RT. 02/RW. 06, GROBOG KULON, KEC. PANGKAH, KAB. TEGAL 52471",
JAWA TENGAH,INDUSTRI PENGOLAHAN,"MAZIDATEX, CV","BLIGO, KEC. BUARAN, KAB. PEKALONGAN",
JAWA TENGAH,INDUSTRI PENGOLAHAN,MUKSATEX,"DSN GAPURO NO 47 RT. 05/RW. 02, GAPURO, KEC. WARUNG ASEM, KAB. BATANG 51252",0285-4417724
JAWA TENGAH,INDUSTRI PENGOLAHAN,"NATURA FIT, CV","WIROREJAN RT. 23/RW. 4, PILANG, KEC. MASARAN, KAB. SRAGEN",085727333344
JAWA TENGAH,INDUSTRI PENGOLAHAN,"NUFARINDO, PT","JL RAYA MANGKANG KULON KM 16,5, MANGKANG KULON, KEC. TUGU, KOTA SEMARANG 50155",024-8660006; 024-8660960
JAWA TENGAH,INDUSTRI PENGOLAHAN,"NUSA TEX, CV","JL SURONTOKO SETONO NO 11, SETONO, KEC. PEKALONGAN TIMUR, KOTA PEKALONGAN",
JAWA TENGAH,INDUSTRI PENGOLAHAN,"NYONYA MENEER, PT","JL RADEN PATAH NO 191-199 RT. 01/RW. 07, MLATIBARU, KEC. SEMARANG TIMUR, KOTA SEMARANG 50122",024-3541532
JAWA TENGAH,INDUSTRI PENGOLAHAN,"NYONYA MENEER, PT","JL KALIGAWE KM 4, MUKTIHARJO LOR, KEC. GENUK, KOTA SEMARANG 50111",024-6582519
JAWA TENGAH,INDUSTRI PENGOLAHAN,OBAT HEWAN,"KAWASAN INDUSTRI CANDI BLOK 7 NO 7-9, NGALIYAN, KEC. NGALIYAN, KOTA SEMARANG",024-7615449
JAWA TENGAH,INDUSTRI PENGOLAHAN,PENCUCIAN SARANG BURUNG <TOMY>,"KARANGTURI, KEC. LASEM, KAB. REMBANG",
JAWA TENGAH,INDUSTRI PENGOLAHAN,PERBAN <MUJIB>,"JL SETIA BAKTI RT. 03/RW. 02, MEDONO, KEC. PEKALONGAN BARAT, KOTA PEKALONGAN 51111",0816668997
JAWA TENGAH,INDUSTRI PENGOLAHAN,"PHARMACEUTICAL PROCESSING INDUSTRIES, PT","JL SIMONGAN 131 RT. 13/RW. 03, BONGSARI, KEC. SEMARANG BARAT, KOTA SEMARANG 50148",024-76630021; 024-76630035
JAWA TENGAH,INDUSTRI PENGOLAHAN,RACHMA SARI,"KEDUNGGUDEL RT. 01/RW. 01, KENEP, KEC. SUKOHARJO, KAB. SUKOHARJO 57518",
JAWA TENGAH,INDUSTRI PENGOLAHAN,RAHAYU LESTARI,"BRAJAN RT. 01/RW. 04, NOBOREJO, KEC. ARGOMULYO, KOTA SALATIGA 50736",
JAWA TENGAH,INDUSTRI PENGOLAHAN,RAJA PERKASA,"GG 7/20, PEKAJANGAN, KEC. KEDUNGWUNI, KAB. PEKALONGAN 51172",0285-785175
JAWA TENGAH,INDUSTRI PENGOLAHAN,ROSATEX,"JL RAYA PEKAJANGAN RT. 17/RW. 07, PEKAJANGAN, KEC. KEDUNGWUNI, KAB. PEKALONGAN 51172",0816695662
JAWA TENGAH,INDUSTRI PENGOLAHAN,"SAMPHARINDO PERDANA, PT","JL TAMBAKAJI RAYA NO 8, TAMBAKAJI, KEC. NGALIYAN, KOTA SEMARANG 50185",024-8660461; 024-8660463
JAWA TENGAH,INDUSTRI PENGOLAHAN,SARANG WALET,"JL AGUNG RT. 05/RW. 01, GAJAHMUNGKUR, KEC. GAJAH MUNGKUR, KOTA SEMARANG 50232",085713440780
JAWA TENGAH,INDUSTRI PENGOLAHAN,"SHS INTERNATIONAL, PT","JL PURI ANJASMORO BLOK EE 2 NO 24, TAWANGSARI, KEC. SEMARANG BARAT, KOTA SEMARANG 50144",024-7607333; 024-7610048
JAWA TENGAH,INDUSTRI PENGOLAHAN,"SIDO MUNCUL, PT","JL SOEKARNO HATTA KM 28 RT. 07/RW. 07, BERGAS KIDUL, KEC. BERGAS, KAB. SEMARANG 50552",0298-523515; 0298-523509
JAWA TENGAH,INDUSTRI PENGOLAHAN,"SIDO MUNCUL, PT","JL INDUSTRIAL TIMUR 46 A, MUKTIHARJO LOR, KEC. GENUK, KOTA SEMARANG 50111",024-6582656
JAWA TENGAH,INDUSTRI PENGOLAHAN,SOFATEX,"GG 13 NO 13 RT. 08/RW. 03, PEKAJANGAN, KEC. KEDUNGWUNI, KAB. PEKALONGAN 51172",0285-785158
