Provinsi,Kategori,Nama Usaha,Alamat Usaha,Nomor Telepon
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"BINTANG MAS, UD","JL SEKOLAH NO 3, PURWODADI, KEC. SUNGGAL, KAB. DELI SERDANG",61-77382224
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"PORENGO, PT","JL PERINTIS, PURWODADI, KEC. SUNGGAL, KAB. DELI SERDANG 20351",
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"SABARITHA PERKASA ABADI, PT","AEK POPO, NAGALINGGA, KEC. MEREK, KAB. KARO 22172",628-323155
SUMATERA UTARA,INDUSTRI PENGOLAHAN,"SUBUR SARI LASDERICH, PT","JL SIBORONG BORONG DOLOK SANGGUL, NAGASARIBU V, KEC. LINTONG NIHUTA, KAB. HUMBANG HASUNDUTAN 22475",
RIAU,INDUSTRI PENGOLAHAN,"BUMI ENERGI HIJAU, PT","JL REL LAMA RT. 03/RW. 01, PALAS, KEC. RUMBAI, KOTA PEKANBARU 28264",085270111231
RIAU,INDUSTRI PENGOLAHAN,COSMIC INDONESIA,"JL HANG NADIM RT. 04/RW. 01, TUALANG, KEC. TUALANG, KAB. S I A K 28772",0761-9146591466
RIAU,INDUSTRI PENGOLAHAN,"F S P S I, PT","JL PEKANBARUDURI KM 66KANDIS RT. 01/RW. 02, SIMPANG BELUTU, KEC. KANDIS, KAB. S I A K 28686",
RIAU,INDUSTRI PENGOLAHAN,"HASRAT TATA JAYA, PT","JL BATU BELAH DSN 1, BATU BELAH, KEC. KAMPAR, KAB. KAMPAR 28461",
RIAU,INDUSTRI PENGOLAHAN,"PATRA SK, PT","JL PUTRI TUJUH AREA KILANG PERTAMINA RU II, TANJUNG PALAS, KEC. DUMAI TIMUR, KOTA D U M A I 28816",0765-36858; 0765-33374
RIAU,INDUSTRI PENGOLAHAN,"PERTAMINA (PERSERO), PT","JL CENDANA RT. 04/RW. 04, SUNGAI PAKNING, KEC. BUKIT BATU, KAB. BENGKALIS 28761",
RIAU,INDUSTRI PENGOLAHAN,PERTAMINA REFINERY,"JL KILANG MINYAK PUTRI TUJUH, TELUK BINJAI, KEC. DUMAI TIMUR, KOTA D U M A I 28815",0765-443572; 0765-35567
RIAU,INDUSTRI PENGOLAHAN,"SAPTA KARYA, PT","JL LINTAS TIMUR RT. 07/RW. 02, KULIM, KEC. TENAYAN RAYA, KOTA PEKANBARU 28286",085265886564
SUMATERA SELATAN,INDUSTRI PENGOLAHAN,"BUKIT ASAM TBK, PT","JL PARIGI NO 1, LINGGA, KEC. LAWANG KIDUL, KAB. MUARA ENIM 31716",0734-451096; 0734-451095
SUMATERA SELATAN,INDUSTRI PENGOLAHAN,SAMTAN GAS,"KOMPERTA SUNGAI GERONG NO 1 RT. 03/RW. 01, SUNGAI GERONG, KEC. BANYUASIN I, KAB. BANYU ASIN 30962",08117100620
SUMATERA SELATAN,INDUSTRI PENGOLAHAN,"SURYA ESA PERKASA, PT","JL RAYA PALEMBANGINDRALAYA KM 17 RT. 04, SUNGAI RAMBUTAN, KEC. INDRALAYA UTARA, KAB. OGAN ILIR 30662",0711-7744597; 0711-7744596
LAMPUNG,INDUSTRI PENGOLAHAN,"BIMA SAKTI BAKTI PERSADA, PT","DSN BATU PAYUNG RT. 01/RW. 02, TARAHAN, KEC. KATIBUNG, KAB. LAMPUNG SELATAN 35452",082880664880
LAMPUNG,INDUSTRI PENGOLAHAN,"BRIKET BATU BARA BUKIT ASAM (PERSERO), PT","PEMANGGILAN, KEC. NATAR, KAB. LAMPUNG SELATAN 774266",082384460305
LAMPUNG,INDUSTRI PENGOLAHAN,"FEERE MAN KARBON IND, PT","DSN HADUYANG INDUK, HADUYANG, KEC. NATAR, KAB. LAMPUNG SELATAN",0721-7696139; 0721-7696138
LAMPUNG,INDUSTRI PENGOLAHAN,"SMOE INDONESIA BATAM FABRICATION YARD, PT","JL RAYA NATAR KM 16 NO 39, PEMANGGILAN, KEC. NATAR, KAB. LAMPUNG SELATAN 36352",0721-783558; 0721-774266
LAMPUNG,INDUSTRI PENGOLAHAN,UNIT PENGOLAHAN ASPAL <PU PROP>,"JL SOEKARNO HATTA RT. 14, WAY LAGA, KEC. SUKABUMI, KOTA BANDAR LAMPUNG 95245",
KEPULAUAN BANGKA BELITUNG,INDUSTRI PENGOLAHAN,"LEMBAWAI MAKMUR, PT","DSN SEMUJUR ATAS RT. 11, BATU BELUBANG, KEC. PANGKALAN BARU, KAB. BANGKA TENGAH 33171",081394905191
KEPULAUAN RIAU,INDUSTRI PENGOLAHAN,CITRA ENGINEERING,"HANG KESTURI III B KABIL, BATU BESAR, KEC. NONGSA, KOTA B A T A M",0778-711368; 0778-711425
KEPULAUAN RIAU,INDUSTRI PENGOLAHAN,"JAMES PRODUCTS COMPANY, PT","RUKO KARA JUNCTION BLOK A NO 1011 RT. 01/RW. 11, TAMAN BALOI, KEC. BATAM KOTA, KOTA B A T A M 29432",0778-411743
KEPULAUAN RIAU,INDUSTRI PENGOLAHAN,"KARIMUN STORAGE TERMINAL, PT","JL TRIKORA NO 08 RT. 01/RW. 03, TANJUNG BALAI, KEC. KARIMUN, KAB. KARIMUN 29661",0777-328698
DKI JAKARTA,INDUSTRI PENGOLAHAN,"AL NASIM INDO, PT/LOGISTIK INDO RAYA, PT","RAWAJATI TIMUR RT. 13/RW. 06, RAWAJATI, KEC. PANCORAN, KOTA JAKARTA SELATAN 12750",021-79194370
DKI JAKARTA,INDUSTRI PENGOLAHAN,"CATUR KHITA PERSADA, PT","GD SENTRA MAMPANG 28 RT. 06/RW. 03, MAMPANG PRAPATAN, KEC. MAMPANG PRAPATAN, KOTA JAKARTA SELATAN 12790",021-7989880; 021-7981879
DKI JAKARTA,INDUSTRI PENGOLAHAN,DAYA CIPTA JAYA CEMERLANG,"JL PESING POGLAR NO 88 RT. 04/RW. 02, KEDAUNG KALI ANGKE, KEC. CENGKARENG, KOTA JAKARTA BARAT 11710",08154361347
DKI JAKARTA,INDUSTRI PENGOLAHAN,"ENERGI BARU, PT","JL CIREBON BLOK NO 1 KBN MARUNDA, CILINCING, KEC. CILINCING, KOTA JAKARTA UTARA 14120",021-3752334
DKI JAKARTA,INDUSTRI PENGOLAHAN,"FRANNS INDONESIA, PT","DUTA MAS FATMAWATI BLOK D NO 17/RW. 05, CIPETE UTARA, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12150",021-7224437; 021-7231894
DKI JAKARTA,INDUSTRI PENGOLAHAN,"INDOLUMAS GREASE, PT","JL KAPUK KENCANA NO 36A RT. 02/RW. 03, KAPUK MUARA, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14460",021-5404964
DKI JAKARTA,INDUSTRI PENGOLAHAN,"JUMBO POWER INTERNASIONAL, PT","JL YOS SUDARSO NO 88, SUNTER AGUNG, KEC. TANJUNG PRIOK, KOTA JAKARTA UTARA 14350",021-6506902
DKI JAKARTA,INDUSTRI PENGOLAHAN,"OSCT INDONESIA, PT","JL KWITANG RAYA NO 36 RT. 01/RW. 01, KWITANG, KEC. SENEN, KOTA JAKARTA PUSAT 10420",021-31925454
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SURYAMAS GEMILANG LUBRICANT, PT","JL RAYA PEGANGSAAN II KM 3 RT. 06/RW. 03, PEGANGSAAN DUA, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14250",021-4404403; 021-4404392
DKI JAKARTA,INDUSTRI PENGOLAHAN,TIGA SEKAWAN PERKASA,"JL MANGGA DUA RAYA BLOK C 26-27 GBC RT. 12/RW. 05, ANCOL, KEC. PADEMANGAN, KOTA JAKARTA UTARA 14430",021-62309061; 021-62309060
JAWA BARAT,INDUSTRI PENGOLAHAN,"AMAN PELUMAS NUSANTARA, PT","KAWASAN JABABEKA JL INDUSTRI SELATAN II, PASIRSARI, KEC. CIKARANG SELATAN, KAB. BEKASI 17530",
JAWA BARAT,INDUSTRI PENGOLAHAN,BUBUT <SUHARDI>,"GG SUKABAKTI RT. 04/RW. 07, SUKAPURA, KEC. KIARACONDONG, KOTA BANDUNG 40285",022-7335797
JAWA BARAT,INDUSTRI PENGOLAHAN,"COCO CARBON INDONESIA, PT","KP CINTRAKARYA RT. 11/RW. 05, CIKOPO, KEC. BUNGURSARI, KAB. PURWAKARTA 41181",0264-8286205; 0264-02648286206
JAWA BARAT,INDUSTRI PENGOLAHAN,"COCOTAMA MAKMUR ABADI, PT","KAWASAN JABABEKA INOVATION RT. 02/RW. 03, MEKARMUKTI, KEC. CIKARANG UTARA, KAB. BEKASI 17530",021-29094228; 021-29094229
JAWA BARAT,INDUSTRI PENGOLAHAN,"CONECA INDONESIA, PT","KAWASAN INDUSTRI DELTA SILICON JL AKASIA 3 BLOK A3 NO 6 , SUKARESMI, KEC. CIKARANG SELATAN, KAB. BEKASI 17530",
JAWA BARAT,INDUSTRI PENGOLAHAN,"DIALOG SISTEMINDO, PT","KAWASAN INDUSTRI JABABEKA RT. 01/RW. 05, PASIRGOMBONG, KEC. CIKARANG UTARA, KAB. BEKASI 17530",
JAWA BARAT,INDUSTRI PENGOLAHAN,"DONGPANG JAYA, CV","KP PARUNGLAKSANA RT. 01/RW. 03, TAMANSARI, KEC. PANGKALAN, KAB. KARAWANG 41362",
JAWA BARAT,INDUSTRI PENGOLAHAN,"EASTECH INDONESIA, PT","KP KEDEP RT. 02/RW. 17, TLAJUNG UDIK, KEC. GUNUNG PUTRI, KAB. BOGOR 16962",021-8673482; 021-8673480
JAWA BARAT,INDUSTRI PENGOLAHAN,"ELNUSA, PT","JL PERTAMINA MUNDU RT. 04/RW. 02, MUNDU, KEC. KARANGAMPEL, KAB. INDRAMAYU 45283",0234-485434
JAWA BARAT,INDUSTRI PENGOLAHAN,"GML, PT","KP PAYANGAN RT. 01/RW. 06, JATISARI, KEC. JATIASIH, KOTA BEKASI 17426",
JAWA BARAT,INDUSTRI PENGOLAHAN,"HUTAMA PRIMA, PT","JL POOL BINA MARGA RT. 02/RW. 01, KAYUMANIS, KEC. TANAH SEREAL, KOTA BOGOR 16169",0251-7535986
JAWA BARAT,INDUSTRI PENGOLAHAN,"IDE MITSU LUBE TECHNO, PT","KAWASAN INDUSTRI KIIC, JL PERMATA RAYA, SUKALUYU, KEC. TELUKJAMBE TIMUR, KAB. KARAWANG 41361",
JAWA BARAT,INDUSTRI PENGOLAHAN,"INDONESIA OGATAN, CV","DSN 4 RT. 03/RW. 07, SUKARAJA WETAN, KEC. JATIWANGI, KAB. MAJALENGKA 45454",
JAWA BARAT,INDUSTRI PENGOLAHAN,"JX NIPPON OIL, PT","JL TIMOR BLOK E7 MM 2100 , JATIWANGI, KEC. CIKARANG BARAT, KAB. BEKASI 17530",021-89983660; 021-89983861
JAWA BARAT,INDUSTRI PENGOLAHAN,"KARTIKA AGUNG FERSINDO, PT","KOMP SENTRA NIAGA RT. 08/RW. 30, PEJUANG, KEC. MEDAN SATRIA, KOTA BEKASI 17131",
JAWA BARAT,INDUSTRI PENGOLAHAN,"KENROPE UTAMA, PT","KP BABAKAN RT. 03/RW. 02, TARIKOLOT, KEC. CITEUREUP, KAB. BOGOR 16810",021-87943162
JAWA BARAT,INDUSTRI PENGOLAHAN,"KREASI SEMESTA RAYA, PT","JL RAYA KARANGGAN NO 86 RT. 01/RW. 07, KARANGGAN, KEC. GUNUNG PUTRI, KAB. BOGOR 16960",027-87929412; 027-02187929413
JAWA BARAT,INDUSTRI PENGOLAHAN,"MARGA MAJU MAPAN, PT","KP KANANGA RT. 01/RW. 01, CIJANTUNG, KEC. SUKATANI, KAB. PURWAKARTA 41167",081932086135
JAWA BARAT,INDUSTRI PENGOLAHAN,"MEGA SUKMA, PT","KP CIDAKI RT. 33/RW. 05, JALANCAGAK, KEC. JALANCAGAK, KAB. SUBANG 41281",08170221976
JAWA BARAT,INDUSTRI PENGOLAHAN,"NATIONAL ENERGY SOLUTION, PT","KAWASAN INDUSTRI DELTA SILICON 3, JL SOKA BLOK F-20 NO 2, CICAU, KEC. CIKARANG PUSAT, KAB. BEKASI 17530",
JAWA BARAT,INDUSTRI PENGOLAHAN,"PANCA GEMA GEMIIANG, PT","JL RAYA TALAJUNG UDIK RT. 01/RW. 10, TLAJUNG UDIK, KEC. GUNUNG PUTRI, KAB. BOGOR 16962",021-8691485
JAWA BARAT,INDUSTRI PENGOLAHAN,"PERTAMINA EP,PT","JL RAYA MUNDU RT. 11/RW. 03, DUKUHJERUK, KEC. KARANGAMPEL, KAB. INDRAMAYU 45283",023-484264
JAWA BARAT,INDUSTRI PENGOLAHAN,"PERTAMINA REFENERY UNIT VI BALONGAN, PT (PERSERO)","JL RAYA BALONGAN KM 9, SUKAREJA, KEC. BALONGAN, KAB. INDRAMAYU 45217",0234-5256801; 0234-428097
JAWA BARAT,INDUSTRI PENGOLAHAN,"SADIKUN, PT","KP LEGON RT. 03, JATIMULYA, KEC. TAMBUN SELATAN, KAB. BEKASI 17510",021-808619
JAWA BARAT,INDUSTRI PENGOLAHAN,"SIMAC INDONESIA, PT","KAWASAN DELTA SILICON III, JL PINANG BLOK F20 KAV 5-6 , CICAU, KEC. CIKARANG PUSAT, KAB. BEKASI 17530",
JAWA BARAT,INDUSTRI PENGOLAHAN,"SYNERAL INDONESIA, PT","KAWASAN INDUSTRI DELTA SILICON 3, JL PINANG BLOK F16 NO 22, CICAU, KEC. CIKARANG PUSAT, KAB. BEKASI 17530",
JAWA BARAT,INDUSTRI PENGOLAHAN,"TIGA SEKAWAN PERKASA, PT","KAWASAN JABABEKA BLOK 15 M RT. 05/RW. 04, PASIRGOMBONG, KEC. CIKARANG UTARA, KAB. BEKASI 17530",021-8935367; 021-8935367
JAWA BARAT,INDUSTRI PENGOLAHAN,"TIMUR RAYA KARYA MANDIRI, PT","KAWASAN INDUSTRI JABABEKA I, JL JABABEKA XVII BLOK U, HARJAMEKAR, KEC. CIKARANG UTARA, KAB. BEKASI 17530",
JAWA BARAT,INDUSTRI PENGOLAHAN,"TRI SAKTI, PT","KP CIDAKI RT. 33/RW. 05, JALANCAGAK, KEC. JALANCAGAK, KAB. SUBANG 41281",081220846166
JAWA BARAT,INDUSTRI PENGOLAHAN,"WELTEK INDO NUSANTARA, PT","KAWASAN INDUSTRI DELTA SILICON JL AKASIA 3 BLOK A6 UNIT 8 /RW. 17, SUKARESMI, KEC. CIKARANG SELATAN, KAB. BEKASI 17530",021-89905201; 021-89905209
JAWA BARAT,INDUSTRI PENGOLAHAN,"WIRASWASTA GEMILANG, PT","JL RAYA KALIMALANG KM 24 RT. 01/RW. 01, GANDAMEKAR, KEC. CIKARANG BARAT, KAB. BEKASI 17530",021-8831241
JAWA TENGAH,INDUSTRI PENGOLAHAN,AGUNG ABADI,"AGUNGMULYO, KEC. JUWANA, KAB. PATI",
JAWA TENGAH,INDUSTRI PENGOLAHAN,"ARIA GEMILANG AL MUBAROK, PT","GAMBILANGU RT. 01/RW. 09, SUMBEREJO, KEC. KALIWUNGU, KAB. KENDAL 51372",0247-6928677
JAWA TENGAH,INDUSTRI PENGOLAHAN,"ARMADA HADA GRAHA 2, PT","LK MERAKREJO RT. 06/RW. 08, HARJOSARI, KEC. BAWEN, KAB. SEMARANG 50661",
JAWA TENGAH,INDUSTRI PENGOLAHAN,"ARMADA HADA GRAHA, PT","DSN KLONTONG RT. 04/RW. 03, JAMBEWANGI, KEC. SECANG, KAB. MAGELANG 56195",081568000288; 0293368193
JAWA TENGAH,INDUSTRI PENGOLAHAN,"CAGAR MUTU PRATAMA, PT","DKH SIDOREJO RT. 01/RW. 01, SURODADI, KEC. GRINGSING, KAB. BATANG 51281",082324333585
JAWA TENGAH,INDUSTRI PENGOLAHAN,"CITRA MAS MANDIRI, PT","METESIH, KEC. BOJA, KAB. KENDAL",
JAWA TENGAH,INDUSTRI PENGOLAHAN,"FUAD AL SHAMI INTERNATIONAL, PT","JL JEPARA KUDUS KM 10 RT. 04/RW. 07, NGABUL, KEC. TAHUNAN, KAB. JEPARA 59428",
JAWA TENGAH,INDUSTRI PENGOLAHAN,"GADING KENCANA MULYA, PT","JL RAYA CEPU BLORA KM 8, SAMBONGREJO, KEC. SAMBONG, KAB. BLORA 58371",
JAWA TENGAH,INDUSTRI PENGOLAHAN,"INDO AGRICULTURE INTERNATIONAL, PT","KAWASAN INDUSTRI CANDI BLOK 19 NO 2, NGALIYAN, KEC. NGALIYAN, KOTA SEMARANG",024-7627338
JAWA TENGAH,INDUSTRI PENGOLAHAN,JOMINI COCO,"DKH WONOSARI RT. 03/RW. 05, TAHUNAN, KEC. TAHUNAN, KAB. JEPARA 59427",081390433141
JAWA TENGAH,INDUSTRI PENGOLAHAN,"JUMBUH, CV","DKH PRAWATAN RT. 03/RW. 03, PRAWATAN, KEC. JOGONALAN, KAB. KLATEN 57452",085718127878
JAWA TENGAH,INDUSTRI PENGOLAHAN,"PERTAMINA LUBRICANTS PUC, PT","KAWASAN INDUSTRI CILACAP JL MT HARYONO, LOMANIS, KEC. CILACAP TENGAH, KAB. CILACAP",
JAWA TENGAH,INDUSTRI PENGOLAHAN,"PERTAMINA UP IV, PT","JL MT HARYONO, LOMANIS, KEC. CILACAP TENGAH, KAB. CILACAP 53221",0282-531633
JAWA TENGAH,INDUSTRI PENGOLAHAN,"POST ENEEGY INDONESIA, PT","KAWASAN INDUSTRI CIPTA KAV 8-5 RT. 08/RW. 01, BANDARHARJO, KEC. SEMARANG UTARA, KOTA SEMARANG 50175",024-3543543; 024-3543544
JAWA TENGAH,INDUSTRI PENGOLAHAN,"SINAR UTAMA KARYA, PT","BONDOL RT. 01/RW. 01, SENDANGREJO, KEC. TAYU, KAB. PATI 59155",082132201997; 0295452707
JAWA TENGAH,INDUSTRI PENGOLAHAN,TARFI BRIKINDO,"JL GG SEDULUR RT. 02/RW. 01, PEKALONGAN, KEC. BATEALIT, KAB. JEPARA 59461",
DI YOGYAKARTA,INDUSTRI PENGOLAHAN,"ANEKA REKA BUANA, PT","TEGALYOSO, SITIMULYO, KEC. PIYUNGAN, KAB. BANTUL 55792",0851490706
DI YOGYAKARTA,INDUSTRI PENGOLAHAN,"CITRA MULTI PRIMA, CV","JL PALAGAN KAMDANEN RT. 01/RW. 07, SARI HARJO, KEC. NGAGLIK, KAB. SLEMAN",
DI YOGYAKARTA,INDUSTRI PENGOLAHAN,"DIAN CIPTA SEJAHTERA, PT","NYEMENGAN GLONDONG DS 10 RT. 05, TIRTONIRMOLO, KEC. KASIHAN, KAB. BANTUL 55181",0274-6463708
DI YOGYAKARTA,INDUSTRI PENGOLAHAN,"MURAKABI JAYA MANDIRI, PT","TUNDAN NGRAME RT. 04, TAMANTIRTO, KEC. KASIHAN, KAB. BANTUL 55103",082936308810
DI YOGYAKARTA,INDUSTRI PENGOLAHAN,"PERWITA KARYA, PT","TEGALYOSO RT. 03, SITIMULYO, KEC. PIYUNGAN, KAB. BANTUL",085743731067
DI YOGYAKARTA,INDUSTRI PENGOLAHAN,RETESTER SARANA PATRA,"NGEBEL RT. 08, TAMANTIRTO, KEC. KASIHAN, KAB. BANTUL 55183",0274-8226303
DI YOGYAKARTA,INDUSTRI PENGOLAHAN,"SELO ADI KARTO, PT","DONOMULYO, KEC. NANGGULAN, KAB. KULON PROGO",08112655019
DI YOGYAKARTA,INDUSTRI PENGOLAHAN,"SURADI SEJAHTERA RAYA, PT","JL RING ROAD SELATAN MODALAN RT. 02, BANGUNTAPAN, KEC. BANGUNTAPAN, KAB. BANTUL 55198",0274-341743
JAWA TIMUR,INDUSTRI PENGOLAHAN,"AIRLANGGA TAMA NUSANTARA SAKTI, PT","DSN TEGAL PO RT. 02/RW. 04, JELADRI, KEC. WINONGAN, KAB. PASURUAN 67182",
JAWA TIMUR,INDUSTRI PENGOLAHAN,"ATRISCO MUTIARA, PT","JL DESA NO 164 RT. 10/RW. 05, KLETEK, KEC. TAMAN, KAB. SIDOARJO",
JAWA TIMUR,INDUSTRI PENGOLAHAN,"BARA AMAN NUSAJAYA, PT","KARA TAMA NO 60 RT. 05/RW. 01, KARAH, KEC. JAMBANGAN, KOTA SURABAYA 60232",
JAWA TIMUR,INDUSTRI PENGOLAHAN,"BERDIKARI JAYA BERSAMA, PT","JL LUMAJANG RT. 03/RW. 04, KEDUNGASEM, KEC. WONOASIH, KOTA PROBOLKGO 67236",0335-421809
JAWA TIMUR,INDUSTRI PENGOLAHAN,"BHAKTI TAMA PERSADA, PT","JL RAYA BABAT TUBAN KM 14 DSN PANDAN RT. 06/RW. 01, MINOHOREJO, KEC. WIDANG, KAB. TUBAN 62383",085234706309
JAWA TIMUR,INDUSTRI PENGOLAHAN,"BHUMI PERMATA INDAH, PT","GL BRANTAS RT. 02/RW. 04, PILANG, KEC. KADEMANGAN, KOTA PROBOLINGGO 67221",0335-436400
JAWA TIMUR,INDUSTRI PENGOLAHAN,BPJNV UP CA PASURUAN,"DSN TEGALPO RT. 02/RW. 04, JELADRI, KEC. WINONGAN, KAB. PASURUAN 67182",
JAWA TIMUR,INDUSTRI PENGOLAHAN,"CAHAYA INDAH, PT","DSN KUCUR RT. 04/RW. 01, SIDOMUKTI, KEC. LAMONGAN, KAB. LAMONGAN 62251",085232105977
JAWA TIMUR,INDUSTRI PENGOLAHAN,"GASUMA FEDERAL INDONESIA, PT","JL LINGKAR PERTAMINA RT. 5/RW. 6, SOKOSARI, KEC. SOKO, KAB. TUBAN 62372",0356-811905; 0356-0356811943
JAWA TIMUR,INDUSTRI PENGOLAHAN,"HARIA UTAMA PERKASA, CV","DSN TLOGORETNO, LEMBOR, KEC. BRONDONG, KAB. LAMONGAN 62263",
JAWA TIMUR,INDUSTRI PENGOLAHAN,HATROX INDONESIA,"DSN KEDUNGSARI RT. 02/RW. 01, MORONYAMPLUNG, KEC. KEMBANGBAHU, KAB. LAMONGAN 62282",
JAWA TIMUR,INDUSTRI PENGOLAHAN,"IZZA SARANA KARSA, PT","SIDOTEMU RT. 01/RW. 06, SIDOMULYO, KEC. KRIAN, KAB. SIDOARJO 61262",031-5947135; 031-89981101
JAWA TIMUR,INDUSTRI PENGOLAHAN,"KARANG PILANG AGUNG, PT","KARANGPILANG BARAT NO 99 RT. 04/RW. 03, KARANG PILANG, KEC. KARANG PILANG, KOTA SURABAYA 60221",031-7664118; 031-7661452
JAWA TIMUR,INDUSTRI PENGOLAHAN,"NOVA JAYA, CV","DSN JOMBOK RT. 02/RW. 01, JOMBOK, KEC. KESAMBEN, KAB. JOMBANG 61484",
JAWA TIMUR,INDUSTRI PENGOLAHAN,"NUSANTARA MANDIRI, PT","JL INDUSTRI SUKOREJO RT. 06/RW. 02, SUKOREJO, KEC. BUDURAN, KAB. SIDOARJO 61252",031-8950996
JAWA TIMUR,INDUSTRI PENGOLAHAN,PABRIK ASPAL,"DSN DARUNGAN RT. 04/RW. 05, BABADAN, KEC. WLINGI, KAB. BLITAR 66184",081332973969
JAWA TIMUR,INDUSTRI PENGOLAHAN,"PRIMEJI SOLUSION, PT","JL RAYA SUMPUT RT. 9/RW. 2, SUMPUT, KEC. DRIYOREJO, KAB. GRESIK 61177",08113306173
JAWA TIMUR,INDUSTRI PENGOLAHAN,"PUJI LESTARI, CV","DSN DUNGUS DESA SUKODONO KECAMATAN SUKODONO RT. 11/RW. 03, SUKODONO, KEC. SUKODONO, KAB. SIDOARJO 61258",0315-8834888
JAWA TIMUR,INDUSTRI PENGOLAHAN,"SELO MANUNGGAL SEJATI, CV","RAYA SANGEN - PONOROG, SANGEN, KEC. GEGER, KAB. MADIUN",0351-454795
JAWA TIMUR,INDUSTRI PENGOLAHAN,SUJARU CANDLE,"JL SUROPATI RAYA NO 206 RT. 26/RW. 03, BULULAWANG, KEC. BULULAWANG, KAB. MALANG 65171",0341-833180
JAWA TIMUR,INDUSTRI PENGOLAHAN,"SUJARU, CV","JL SUROPATI 206, BULULAWANG, KEC. BULULAWANG, KAB. MALANG 65171",341-833180; 341-833404
JAWA TIMUR,INDUSTRI PENGOLAHAN,"SUMANG GAUNG PERSADA, PT","JL BERBEK INDUSTR 5 NO 5 RT. 7/RW. 4, BERBEK, KEC. WARU, KAB. SIDOARJO 61256",031-8416618
JAWA TIMUR,INDUSTRI PENGOLAHAN,"SUMEKAR NURANI MADURA, PT","DSN LOBUK RT. 08/RW. 02, LOBUK, KEC. BLUTO, KAB. SUMENEP 69466",081236602020
JAWA TIMUR,INDUSTRI PENGOLAHAN,"SYAM PUTRA JAYA, PT","JL GAJAH MADA RT. 03/RW. 07, KALIWATES, KEC. KALIWATES, KAB. JEMBER 68133",
JAWA TIMUR,INDUSTRI PENGOLAHAN,"TIRTA BUMI, PT","JL MAYJEND SUNGKONO RT. 02/RW. 01, SEKARKURUNG, KEC. KEBOMAS, KAB. GRESIK 61124",031-3987846
JAWA TIMUR,INDUSTRI PENGOLAHAN,"TPPI, PT","JL TANJUNG AWAR AWAR PO BOX 05 RT. 03/RW. 06, REMEN, KEC. JENU, KAB. TUBAN 031-56491031 Ext: 62352",
JAWA TIMUR,INDUSTRI PENGOLAHAN,"TRIPALINDO TRANS MIX, PT","DSN KARANG GAYAM RT. 01/RW. 03, SUMBERAME, KEC. WRINGINANOM, KAB. GRESIK 61176",0315-687690
JAWA TIMUR,INDUSTRI PENGOLAHAN,"TRIPLE S PUTRA KEDRI, PT","DSN WINONGSARI, BAKALAN, KEC. GROGOL, KAB. KEDIRI 64151",354-771295; 354-683492
JAWA TIMUR,INDUSTRI PENGOLAHAN,"WAX INDUSTRI NUSANTARA, PT","DSN CABEAN RT. 03/RW. 01, KARANG TENGAH PRANDON, KEC. NGAWI, KAB. NGAWI 63218",0351-743156
BANTEN,INDUSTRI PENGOLAHAN,"AUTOCHEM, PT","JL GATOT SUBROTO N0 7 RT. 06/RW. 02, JATAKE, KEC. JATI UWUNG, KOTA TANGERANG 15136",021-59001311; 021-5900133
BANTEN,INDUSTRI PENGOLAHAN,"BALMER LAWRIE INDONESIA, PT","JL INDUSTRI II NO. 1719 RT. 01/RW. 04, NAMBO ILIR, KEC. KIBIN, KAB. SERANG 42186",0254-402574; 0254-402569
BANTEN,INDUSTRI PENGOLAHAN,"CANADIAN SOLAR MDONESIA, PT","JL RAYA SERANG KM 22 NO 8 KP COGREG RT. 01/RW. 03, PASIR BOLANG, KEC. TIGARAKSA, KAB. TANGERANG 15720",021-5695463123
BANTEN,INDUSTRI PENGOLAHAN,CASTROL INDONESIA / MERAK BLENDING PLAST,"JL RAYA MERAK KM. 117, GEREM, KEC. GROGOL, KOTA CILEGON 42438",0254-571614; 0254-570740
BANTEN,INDUSTRI PENGOLAHAN,"ECO ENERGI ASIA, PT","KP DUKU PINANG RT. 03/RW. 03, BOJONG NANGKA, KEC. KELAPA DUA, KAB. TANGERANG 15821",082137112818
BANTEN,INDUSTRI PENGOLAHAN,"HI COOK, PT","KP LAES RT. 06/RW. 04, MAJASARI, KEC. JAWILAN, KAB. SERANG 42177",082110424976
BANTEN,INDUSTRI PENGOLAHAN,"ISANO LOPO INDUSTRI, PT","KAWASAN INDUSTRI KP ONYAM RT. 02/RW. 07, KADU, KEC. CURUG, KAB. TANGERANG 15810",021-5985577
BANTEN,INDUSTRI PENGOLAHAN,"LONGHI GROUP, PT","KP KADUSIRUNG RT. 01/RW. 01, KADU SIRUNG, KEC. PAGEDANGAN, KAB. TANGERANG 15850",0211-54260574
BANTEN,INDUSTRI PENGOLAHAN,"MULTY STRUCTURE, PT","JL RAYA LEGOK, KAMUNING, KEC. LEGOK, KAB. TANGERANG",
BANTEN,INDUSTRI PENGOLAHAN,NUSARAYA ELOK ANUGRAH,"JL RAYA MERAK KM.117,5, GEREM, KEC. GROGOL, KOTA CILEGON",0254-573784
