Provinsi,Kategori,Nama Usaha,Alamat Usaha,Nomor Telepon
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"GARDA BIRU PERKASA, PT","JL SENEN RAYA KA STASIUN SENEN, SENEN, KEC. SENEN 10410",081389030260
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,GB BISTRO DESSERT MULYONO,"SENAYAN CITY MALL LT 16 JL ASIA AFRIKA LOT 19, GELORA, KEC. TANAH ABANG 10270",021-712781245
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"GEMA INDAH PRATAMA , PT","JL ACE SQUARE LT B1, MH THAMRIN NO 10, KEBON MELATI, KEC. TANAH ABANG 10230",021-29937299
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,GENERASI MUTIARA BANGSA PT CARLS JUNIOR,"PLAZA SENAYAN LT 3, GELORA, KEC. TANAH ABANG",021-5730921
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,GLOBAL BOGA INDONESIA,"JL SURYAPRANOTO BLOK A KOMP DELTA 44-45 RT. 08/RW. 08, PETOJO SELATAN, KEC. GAMBIR 10160",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"GLOBAL FUSION, PT","JL TANAH ABANG II /70 RT. 02/RW. 05, PETOJO SELATAN, KEC. GAMBIR 10160",021-34830971; 021-34830981
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"GLOBAL INDO MANAGEMEN, PT","JL GUNGUNG SAHARI RAYA RT. 06/RW. 03, GUNUNG SAHARI UTARA, KEC. SAWAH BESAR 10720",021-6000742
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"GOBEL DARMA SARANA KARYA, PT","PLAZA SENAYAN LT 3, GELORA, KEC. TANAH ABANG",021-5725335
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,GOKANA,"PLAZA ATRIUM LT 2, SENEN, KEC. SENEN",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,GOOD KOOP,"JL BENDUNGAN HILIR NOMOR 62 RT. 05/RW. 01, BENDUNGAN HILIR, KEC. TANAH ABANG 10210",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,GORDON BLUE BAKERY AND CAKES,"INTILAND TOWER, LOWER GROUND JALAN JENDERAL SUDIRMAN KAVLING 32, KARET TENGSIN, KEC. TANAH ABANG 10220",085717613292
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"GRAHA BOGA UTAMA, PT","APARTEMEN BOULEVARD LANTAI 9 C1 E2 RT. 01/RW. 07, KAMPUNG BALI, KEC. TANAH ABANG 10250",021-31991408
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,GRAND CAFE,"APARTEMEN SALEMBA RT. 05/RW. 08, PASEBAN, KEC. SENEN 10440",081903050339
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,GUDEG BU TJITRO,"JL KALILIO NO 11 RT. 10/RW. 04, SENEN, KEC. SENEN 10410",021-4517218
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,GULF AND GULF RESTAURANT,"AGUS SALIM,JL NO.57.SABANG RT. 03/RW. 01, KEBON SIRIH, KEC. MENTENG 10340",085100718933
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"GUNA NATUR TULEN, PT","RUKO KREKOT I RT. 04/RW. 02, PASAR BARU, KEC. SAWAH BESAR 10710",021-3513511
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HAAGEN DASZ,"MALL PLAZA SENAYAN LT 1, GELORA, KEC. TANAH ABANG",021-5725126; 021-5725727
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HAAGEN DAZS,"SENAYAN CITY MALL LANTAI 5, GELORA, KEC. TANAH ABANG",021-72781165
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HAAGEN DAZS,"PLAZA INDONESIA LT 5 E 24 RT. 09/RW. 05, GONDANGDIA, KEC. MENTENG 10350",021-29923777
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HACIENDA <PLAZA ARCADIA>,"JL NEW DELHI, GELORA, KEC. TANAH ABANG 10270",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HAKA <LUKMAN LEO> RESTORAN,"PINTU AIR RAYA NO 23 RT. 09/RW. 01, PASAR BARU, KEC. SAWAH BESAR 10710",0818905566
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HAN GANG ARIFIN,"SENAYAN CITY MALL LT LG JL ASIA AFRIKA LOT 19, GELORA, KEC. TANAH ABANG 10270",021-9247878
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"HANABASA RESTAURAN, PT","JL CIKINI RAYA NO 2-4 RT. 13/RW. 05, CIKINI, KEC. MENTENG 10330",021-39831853; 021-02184599478
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HANAMASA,"JL GAJAH MADA PLAZA LT G RT. 03/RW. 01, PETOJO UTARA, KEC. GAMBIR 10310",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HANAMASA,"FX SUDIRMAN LT 2 JL JENDRAL SUDIRMAN PINTU SATU SENAYAN, GELORA, KEC. TANAH ABANG 10270",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HAPPY DAY UTAMA,"JL IR H JUANDA RT. 01/RW. 04, KEBON KELAPA, KEC. GAMBIR 10120",0213858245; 0213858245
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HARUM MANIS RESTORAN,"PAVILION APT UB2 RT. 13/RW. 11, KARET TENGSIN, KEC. TANAH ABANG 10220",021-57941117; 021-0213794726
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"HIMBER INDONESIA, PT","PLAZA SENAYAN LT4, GELORA, KEC. TANAH ABANG",021-5725226
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HISANA <HENDRA>,"JL KRAMAT JAYA NO L57 RT. 01/RW. 01, JOHAR BARU, KEC. JOHAR BARU 10560",087885502029
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HISANA CHIKEN,"RAWA TENGAH RT. 04/RW. 07, GALUR, KEC. JOHAR BARU 10530",085324873150
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HISANA FRIED CHIKEN <EGY SUGIARTO>,"JL.BENDUNGAN JAGO RT. 05/RW. 03, SERDANG, KEC. KEMAYORAN 10650",08995238912
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HOK BEN,"JL MEDAN MERDEKA TIMUR RT. 05/RW. 02, GAMBIR, KEC. GAMBIR 10110",021-3861052
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HOKA HOKA BENTO,"PLAZA ATRIUM LT 1, SENEN, KEC. SENEN",021-3862880
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HOKA HOKA BENTO,"ITC RT. 17/RW. 06, CIDENG, KEC. GAMBIR 10150",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HOKA HOKA BENTO,"ITC CEMPAKA MAS LANTAI LG 208, SUMUR BATU, KEC. KEMAYORAN",021-42877720
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HOKA HOKA BENTO <HOKBEN>,"JL GUNUNG SAHARI 4 RT. 08/RW. 07, GUNUNG SAHARI SELATAN, KEC. KEMAYORAN 10610",021-4219529030
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HOKA HOKA BENTO RESTAURANT,"JL RAWASARI SELATAN NO. E5 RT. 01/RW. 01, CEMPAKA PUTIH TIMUR, KEC. CEMPAKA PUTIH 10510",021-4244148
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HOKA-HOKA BENTO,"SENAYAN CITY MALL LT 5 JL ASIA AFRIKA LOT 19, GELORA, KEC. TANAH ABANG 10270",021-72781511
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HOKA-HOKA BENTO RESTAURANT,"AGUS SALIM.JL NO 43B SABANG RT. 03/RW. 01, KEBON SIRIH, KEC. MENTENG 10340",021-31934558
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HOKBEN <ABDUL AZIZ>,"ITC ROXY MAS RT. 17/RW. 06, CIDENG, KEC. GAMBIR 10150",027-63858724
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"HOLAND BAKERY, PT","JL GARUDA RAYA RT. 11/RW. 04, GUNUNG SAHARI SELATAN, KEC. KEMAYORAN 10610",021-3152223
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HOLY COW,"JL KH. AGUS SALIM, KEBON SIRIH, KEC. MENTENG 10340",021-73887469
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HONG TANG,"GRAND INDONESIA LANTAI 3A EAST MALL, MENTENG, KEC. MENTENG",021-23520011
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HONGKONG CAFE,"JL SUNDA NO 5 JAKARTA PUSAT RT. 08/RW. 04, GONDANGDIA, KEC. MENTENG 10350",021-29304089; 021-02129304098
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HOP HOP,"JL SENEN RAYA ATRIUM LT GROUND RT. 02/RW. 03, SENEN, KEC. SENEN 10410",083893113282
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HOULI JUS/RUMAH SEHAT MORINDA,"JL KYAI CARINGIN 36 RT. 11/RW. 04, CIDENG, KEC. GAMBIR 10150",021-3446653
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,HOUSE OF GRILL ET CETERA,"PLAZA INDONESA JLMH THAMRIN KAV 28-30 RT. 09/RW. 05, GONDANGDIA, KEC. MENTENG 10350",021-3148560; 021-3101503
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,I CHIGO CREPES,"PLAZA ATRIUM LT 2, SENEN, KEC. SENEN",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,ICHIBAN SUSHI,"PLAZA ATRIUM LT 3, SENEN, KEC. SENEN",021-58300880; 021-02158304444
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,ICHIBAN SUSHI,"FX SUDIRMAN LT. 2 JL JENDRAL SUDIRMAN. PINTU SATU SENAYAN, GELORA, KEC. TANAH ABANG 10270",021-58300880; 021-02158304444
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,IKAN BAKAR CIANJUR,"JL BATU TULIS RAYA NO 39 JAKARTA RT. 03/RW. 02, KEBON KELAPA, KEC. GAMBIR 10120",021-3509788
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,IKAN BAKAR MANADO,"JL BUNGUR BESAR RAYA RT. 11/RW. 01, KEMAYORAN, KEC. KEMAYORAN",08127771204
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,IKKUDO ICHI <PAKUANNO>,"GRAND INDONESIA. LT.LG, KEBON MELATI, KEC. TANAH ABANG 10230",011-23580336
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,IMPERAL KITCHEN <ADI CIPTA BOGA INTIPRIMA PT>,"JL KHMASMANSYUR KAV 121 CITY WALK UG UNIT 10 12, KARET TENGSIN, KEC. TANAH ABANG 10220",021-29704028; 021-02129704029
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,IMPERIAL KITCHEN & DIMSUM,"JL JENDRAL A. YANI NO.83 RT. 10/RW. 7, CEMPAKA PUTIH TIMUR, KEC. CEMPAKA PUTIH 10510",081617174161
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,IMPERIAL TREASURE,"PLAZA INDONESIA LT1I JL MH.THAMRIN KAV 28.30, GONDANGDIA, KEC. MENTENG 10350",027-39835100; 027-021039835102
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"INDO RASA SAYANG, PT","JL RIAU NO 6 RT. 09/RW. 05, GONDANGDIA, KEC. MENTENG 10350",021-3921738
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,IPPACI <PLAZA ARCADIA>,"JL NEW DELHI, GELORA, KEC. TANAH ABANG 10270",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,I-TA SUKI,"FX.SUDIRMAN LT.2 JL.JENDRAL SUDIRMAN, PINTU 1 SENAYAN, GELORA, KEC. TANAH ABANG 10270",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,ITA SUKI RESTAURANT,"SENAYAN CITY MALL LANTAI 4-78 JL ASIA AFRIKA LOT 19, GELORA, KEC. TANAH ABANG 10270",021-72781364
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,ITASUKI,"PLAZA INDONESA LT 5 JL MH THAMRIN KAV 28-30 RT. 09/RW. 05, GONDANGDIA, KEC. MENTENG 10350",021-29924226
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,J CO,"METRO PASARBARU JL SAMANHUDI RT. 03/RW. 06, PASAR BARU, KEC. SAWAH BESAR 10710",021-3447001
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"JADDI GLOBALINDO, PT","PLAZA SENAYAN LT 4 NO CP 409, GELORA, KEC. TANAH ABANG",021-57906071
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,JADDI PASTRISINDO GEMILANG PT D CREPES,"PLAZA SENAYAN LT 3, GELORA, KEC. TANAH ABANG",087782835132
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,JAHIT <YETTY MASIDAH>,"JL MATRAMAN DALAM 3 RT. 05/RW. 07, PEGANGSAAN, KEC. MENTENG 10320",021-3101979
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,JAKARTA CAFE,"GEDUNG JAKARTA THEATER THAMRIN NO 9 RT. 02/RW. 01, KEBON SIRIH, KEC. MENTENG 10340",021-3159883
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,JCO,"MALL ATRIUM SENEN RT. 02/RW. 03, SENEN, KEC. SENEN 10410",021-3512269
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,JCO DONUT DAN COFFEE,"JL HOS CROKRO AMINOTO RT. 1/RW. 5, MENTENG, KEC. MENTENG 10310",021-3901715
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,JCODONUTS & COFFE <IBNU>,"SENAYANCITYMALLLTLG IL ASIA ATRILFP LOT 19, GELORA, KEC. TANAH ABANG 10270",021-72781116
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"JJ MULTI UTAMA INDONESIA, PT","JL WISMA GKBI LT 3 JENDRAL SUDIRMAN RT. 13/RW. 02, BENDUNGAN HILIR, KEC. TANAH ABANG",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,JJ ROYAL BISTRO,"SENAYAN CITY MALLLT LG JL ASIA AFRIKA LOT 19, GELORA, KEC. TANAH ABANG 10270 bistro.foofiehabit",021-29329263
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,JONI STEAK,"JL KH SAMAN HUDI 65A RT. 08/RW. 06, PASAR BARU, KEC. SAWAH BESAR 10710",021-3500661
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,JUN NJAN RESTORAN,"JL BATU CEPER RAYA NO 69 RT. 14/RW. 01, KEBON KELAPA, KEC. GAMBIR 10120",021-38140613
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KAFE BETAWI,"PLAZA INDONESA JLMH THAMRIN KAV 28-30 RT. 09/RW. 05, GONDANGDIA, KEC. MENTENG 10350",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KAFE BETAWI <WAJIDI>,"GRAND INDONESIA WEST MALL. LT. LG, KEBON MELATI, KEC. TANAH ABANG 10230",021-2358500101
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KAIKOMARU,"JL KH MAS MANSYUR 121 CITYWALK LT 1 UNIT 11, KARET TENGSIN, KEC. TANAH ABANG 10220",021-29918915
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"KAIROS ABADI, PT","JL KH MAS MANSYUR KAV 12 A/RW. 06, KARET TENGSIN, KEC. TANAH ABANG 10220",021-57901208; 021-57901184
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KANTIN,"JL TAMAN SURAPATI NO. 2, MENTENG, KEC. MENTENG 10310",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KANTIN AMMAD ROZY.,"JL BALAP SEPEDA KANTIN PS LT 1, GELORA, KEC. TANAH ABANG",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KANTIN HARMONI,"JL SURYOPRANOTO NO 2 KOMP HARMONI BLOK 19 RT. 05/RW. 08, PETOJO UTARA, KEC. GAMBIR 10130",021-63862829
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KANTIN JUNI,"JL BALAP SEPEDA KANTIN PS LT 1, GELORA, KEC. TANAH ABANG",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KANTIN LA PATRA,"JL MEDAN MERDEKA TIMUR NO 1 A RT. 02/RW. 01, GAMBIR, KEC. GAMBIR 10110",021-8817401
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KANTIN MAKAN <RIAN TARIANG>,"JL SALEMBA RAYA NOHI RT. 3/RW. 5, PASEBAN, KEC. SENEN 90440",081316069010
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"KANTIN NINA SEJATERA ABADI,PT","JL HBR MOTIK LANDAS. PACU TIMUR,. RT. 15/RW. 09, KEBON KOSONG, KEC. KEMAYORAN 10630",081316069010
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KANTIN RESTU IBU,"SENEN JAYA BLOK V LT.4 LOS 8 NO 3, SENEN, KEC. SENEN",081213138057
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KANTIN RONAL ISMAN,"JL BALAP SEPEDA KANTIN PS LT 1, GELORA, KEC. TANAH ABANG",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KANTIN SAKURA,"INTILAND TOWER, LOWER GROUND JALAN JENDERAL SUDIRMAN KAVLING 32, KARET TENGSIN, KEC. TANAH ABANG 10220",081298349919
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KANTOR OFFICE DUNKIN DONUT,"JL HAYAM WURUK NO 9A JAKARTA RT. 14/RW. 01, KEBON KELAPA, KEC. GAMBIR 10120",021-3858567; 021-34581138
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"KARUNIA KULINER INDONESIA, PT","PLAZA SENAYAN LT 3 NO 312 C, GELORA, KEC. TANAH ABANG",021-5725262
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KARUNIO BUNDO <SUGIAR> RUMAH MAKAN,"JL RAJAWALI SELATAN I RT. 03/RW. 02, GUNUNG SAHARI UTARA, KEC. SAWAH BESAR 10720",085714167057
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KARYA MINANG <ZUNAEDI>,"JL MANGGA DUA DALAM RT. 08/RW. 06, MANGGA DUA SELATAN, KEC. SAWAH BESAR 10730",021-6262173
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"KATERING MAKANAN INDONESIA, PT","JL MENTENG RAYA NO. 72, KEBON SIRIH, KEC. MENTENG",021-3155047
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"KAWAYAMA ORENJI INDONESIA, PT","TCC BATAVIA TOWER ONE LT BASEMENT 1, KARET TENGSIN, KEC. TANAH ABANG 10220",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KAYA RASA <ADE IRIAWAN>,"JL KENCANA ASEM, KENARI, KEC. SENEN",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"KAYSERINDO JAKARTA, PT","PLAZA SENAYAN LT 3, GELORA, KEC. TANAH ABANG",021-57905365
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KEDAI DEPARIS CREPES,"JL KRAMAT LONTAR NO 92-94 RT. 06/RW. 07, KRAMAT, KEC. SENEN 10450",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KEDAI DONKIN DONUTS,"JL LAPANGAN BANTENG UTARA 1 RT. 02/RW. 08, PASAR BARU, KEC. SAWAH BESAR 10710",021-3500391
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KEDAI KOPI SINGGALANG,"JL MEDAN MERDEKA TIMUR RT. 05/RW. 02, GAMBIR, KEC. GAMBIR 10110",021-34834640
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KEDAI RUMATE,"JL KH. AGUS SALIM NO 16 A RT. 02/RW. 01, KEBON SIRIH, KEC. MENTENG 10250",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KENNY ROGERS ROASTER,"FX.SUDIRMAN LT.1 JL JENDRAL SUDIRMAN.PINTU 1 SENAYAN, GELORA, KEC. TANAH ABANG 10270",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KENTUCKY,"KENARI MAS LT LG BLOK B JL KRAMAT RATA 101, PASEBAN, KEC. SENEN 10440",021-83792820
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,"KEVIN JAYA ABADI, PT","INTILAND TOWER, LOWER GROUND JALAN JENDERAL SUDIRMAN KAVLING 32, KARET TENGSIN, KEC. TANAH ABANG 10220",021-57906000
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KFC,"MH THAMRIN KAV 8-10 JL, CHUBB SQUARE LT B1, KEBON MELATI, KEC. TANAH ABANG 10230",021-30482262
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KFC,"PASAR BLOK A LT 8 FOOD COURT, KAMPUNG BALI, KEC. TANAH ABANG",021-40800507
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KFC,"JL SALEMBA RAYA NO 29 RT. 01/RW. 05, PASEBAN, KEC. SENEN 10440",021-50060195
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KFC,"JL MEDAN MERDEKA TIMUR RT. 05/RW. 02, GAMBIR, KEC. GAMBIR 10110",087881069324
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KFC,"ITC CEMPAKA MAS LT 5, SUMUR BATU, KEC. KEMAYORAN 10640",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KFC,"MALL RATU PLAZA LT G, GELORA, KEC. TANAH ABANG",021-5710863
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KFC,"JL IR H JUANDA NO 17 RT. 03/RW. 03, KEBON KELAPA, KEC. GAMBIR 10120",087780127495
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KFC,"PLAZA ATRIUM LT 1, SENEN, KEC. SENEN",021-3867844
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KFC,"MH THAMRIN,JL NO 11 GEDUNG SARINAH LANTAI GROUND, GONDANGDIA, KEC. MENTENG 10350",081388619467
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KFC,"MALL MANGGA DUA JL MANGGA DUA RAYA/RW. 12, MANGGA DUA SELATAN, KEC. SAWAH BESAR 10730",087775986746
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KFC,"JL PERCETAKAN NEGARA NO 80 RT. 01/RW. 03, RAWA SARI, KEC. CEMPAKA PUTIH 10570",
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KFC,"ITC ROXY MAS LT 4 RT. 17/RW. 06, CIDENG, KEC. GAMBIR 10150",087883090541
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KFC <ARIS>,"HARCO PLAZA NO.133 LANTAL 2 RT. 04/RW. 02, PASAR BARU, KEC. SAWAH BESAR 10710",021-3520884
DKI JAKARTA,PENYEDIAAN AKOMODASI DAN PENYEDIAAN MAKAN MINUM,KFC JAKARTA PUSAT 15 RESTORAN,"JL. CEMPAKA PUTIH RAYA NO.106 RT. 017/RW. 3, CEMPAKA PUTIH TIMUR, KEC. CEMPAKA PUTIH 10150",021-4209994
